,content,score,time
5584,정확하고 간편함,5,2019-12-19
5585,ㅈ..좋아..,5,2018-02-03
5586,간편하게 어디서든 예약가능해서 좋아요,5,2019-03-02
5587,개꿀,5,2019-08-16
5588,야놀자 최고^^♡,5,2017-12-25
5589,완전 편리!,5,2020-02-11
5590,타사 앱보다 더유용하게 사용중입니다,5,2019-01-21
5591,"말이 필요없어영 숙박,펜션 전부 야놀자 사용합니다~좋은어플 감사해요~^^",5,2015-08-12
5592,불공정약관업체,1,2022-06-01
5593,오랫만이라 비번이 기억 안나서 재인증 받으려고 했는데 계속 인증번호 틀리다고 나오네요 지칩니다,3,2015-01-23
5594,예약이 간편하고 좋네요 ㅎ,5,2017-07-01
5595,편리합니다,5,2021-02-16
5596,"고객센터 꿀팁은,국내숙소 문의하지마시고 해외숙소 문의하기 연결하심 바로 연결되요.저도 당일에 체크인 세시간전에 숙소에서 연락와서 체크 못했다고 방없다해서ㅋㅋㅋㅋ고객센터 연결해서 취소해달라니까 자기네도 연결잘안된다고 방치하더라구요ㅎㅎ그래서 두시간넘게 고객센터 연결 혼자하다가 열받아서 해외숙소 연결해보니 십초도 안되서 연결되더라구요ㅎㅎ일부러 회피해서 안받는건지 진짜 바쁜건지~~~~~~~하여튼 고객유치하려고 코인뿌리고 이벤트 이것저것 할거면 고객센터 운영도 제발 잘 하세요^^ 요즘 숙소들 배가 불러터져서 고객들한테 막하는곳 많습니다^^",1,2021-07-27
5597,나이스샷,5,2017-08-29
5598,좋아요,5,2015-06-09
5599,좋음,5,2022-03-04
5600,좋아,5,2020-12-14
5601,굿 어플,5,2020-06-09
5602,좋아요,5,2018-04-30
5603,다 좋은데 이전 포인트 적립내역 삭제 기능이 없네요 프라이버시적인 부분이 강조되는 앱인만큼 회사쪽 시스템엔 예약기록이 남아있어도 폰 앱 상에서는 삭제할 수 있게 바뀌면 좋을거같네요 시스템적으로 자동으로 기재되는거라 어쩔수없다는 답변말고요,4,2020-06-13
5604,네좋음,5,2019-09-26
5605,아주좋아요 제일 굳굳 역시 짱이네요,5,2019-04-13
5606,한번 사용해 본 분만이 편리함을 아세요 . 예약과 동시 입장 ~~그리고 할인된 금액 ...그리고 객실의 선택..등 정말 좋습니다.,5,2019-08-04
5607,조아요,5,2019-07-24
5608,모텔 자주 이용하시는 분들은 강추 !,5,2016-04-10
5609,좋아요간단하고,5,2018-11-04
5610,편리합니다,5,2019-07-21
5611,마이룸 혜택이 좋아요,4,2018-12-01
5612,정말 너무 조아요,5,2018-10-12
5613,굿굿!!,5,2015-09-01
5614,좋아요,4,2017-11-04
5615,저렴한가격에 이벤트도많고 좋네요,5,2019-11-06
5616,너무좋아요,5,2019-07-01
5617,간편하네요~~^^,5,2020-04-15
5618,좋아요,5,2018-07-28
5619,좋아요,5,2015-10-17
5620,좋아좋아좋아,5,2019-10-05
5621,좋아요,5,2015-03-18
5622,좋아요!!!,5,2018-08-16
5623,최악입니다 중복예약 100%환불 해준다 해놓고 내부 규정상 환불안해준답니다 소송갈겁니다,1,2017-03-06
5624,다양한 리조트 선택과 좋은 가격. 빠른 예약~.,5,2022-03-16
5625,회원가입 미끼로 쿠폰준다 해놓고 쿠폰은 안들어오고 ‥ 확 ‥ 그냥,1,2017-02-16
5626,로긴 안됨. 인증안됨. 서버응답 안됨. 이제 포인트도 당일예약은 안줌  서비스가 점점 퇴화됨. 쿠폰 많이 주면 뭐함? 일박에 30만원 이상써야 쓸수있는데ㅡㅡ,1,2018-04-05
5627,굿,5,2015-12-30
5628,적절한 숙소와 좋은 할인혜택,5,2019-07-20
5629,사용하기 편하네요,5,2021-11-02
5630,좋아요,4,2015-08-23
5631,앱이 잘되있네요^^,5,2020-07-17
5632,좋아요,5,2019-06-03
5633,굿!??,5,2017-06-12
5634,입실이 23시주터면서 저녁 5시에도 취소 못하게 막아놓고는 새벽 2시 30분에 안오냐고 전화하는건 무슨 예의 입니까 이따위로 어플 만들고 돈 챙기면 기분 좋나요,1,2019-10-12
5635,최고에요,5,2019-07-03
5636,편하다,5,2022-05-16
5637,어디가나 쉽고 빠르게 찾을수있어서 좋아요~~가격비교도쉽고 넘 좋아요~~ㅋㅋ,5,2017-01-05
5638,숙박 이용할때마다 느끼지만 앱이 너무이뻐요~ㅎㅎ 개발자분들의 관심과 노력이보이네요~ 앞으로도 건전한 숙박문화를위해 쭉 노력해주세요~,5,2016-07-22
5639,좋아요,5,2019-03-08
5640,감사합니다,4,2017-08-08
5641,좋아요ㅋ,4,2018-04-29
5642,좋아요,5,2019-05-21
5643,굿,5,2015-06-07
5644,그런데 울산에 있는 모텔이 얼마 안나오는거 같아서 아쉽네요    모텔 수가 더 늘어 났으면 좋겠습니다,4,2015-10-17
5645,최.저.,1,2018-10-16
5646,회원가입해서 휴대폰인증받을려고하는데요 아니 기간은 90초인데 5분뒤에와요 세번이나 계속..!!!그래서 쓰면 90초초과했다고 그러고 아진짜 회원가입을하라는건지말라는건지 모르겠네요.,1,2015-11-08
5647,여러가지 방을 구입할수있어좋아요,5,2020-01-16
5648,예약하기 간편해서 좋네요,5,2019-11-18
5649,편리하다,5,2019-05-04
5650,최고의 숙박예약어플,5,2019-09-04
5651,좋아요ㅇ,5,2019-02-23
5652,좋아요,5,2018-01-12
5653,좋아요,5,2019-06-30
5654,간편해요^^,5,2019-07-09
5655,굿..한 어플요,4,2019-02-14
5656,환불규정 심하게 지들 위주^^ 말도안되는 상황인데도 규정상 어쩔수없다는 말만 반복 결국 금액 두번 지출^^ 두번 다신 이용안함,1,2022-05-12
5657,굳굳,4,2018-01-03
5658,예약이편해서 좋은것같아요,5,2016-07-05
5659,편리하고 좋아여,5,2017-07-26
5660,좋아요,4,2017-07-29
5661,좋긴한데.. 숙소정할때 검색기능이 없는게 좀 아쉽네요..,4,2019-04-28
5662,필요할때 쓸만함.주말에 예약안되는곳 너무많음,5,2016-12-18
5663,시간과요금 이  맘에듦,4,2016-10-06
5664,ㄴㄷㄴㄷㄱㅈ깇ㅅㅈ,5,2017-08-23
5665,좋네요,5,2020-05-30
5666,다른 숙박 어플은 한달에 10번 적립되는데 야놀자는 세번밖에 적립 안되네요. 모텔을 자주 가는 편이라 제휴된 곳으로 찾는 편인데 적립이 안되면 어쩔...,3,2017-03-26
5667,정말 이벤트랑 쿠폰이 많아요,5,2022-03-25
5668,조아요,5,2021-02-19
5669,유용하고 좋아요,5,2017-10-06
5670,그냥저냥 쓸만함~~,5,2018-07-05
5671,편함,4,2019-06-12
5672,제일편함,5,2021-09-28
5673,괜찮아요~,5,2020-07-17
5674,좋아요,5,2020-12-23
5675,굿뜨,5,2019-03-01
5676,할인짱 맨날 숙소는 여기서잡음 ㅎㅎ,5,2019-11-07
5677,ㅋㅋㅋ왜인지 아시죠? 독점은 안좋습니다.,1,2022-07-05
5678,싸고좋음,5,2019-09-19
5679,"야놀자 앱 정말 유용한것같아요 :&gt; 서울수도권 만 있는게 아니고 전국 다나와 있어서 정말 좋네요 ㅎㅎ 여행을 많이 하시는 분들께 정말 강추 ! 숙박시설 전화번호 이벤트등 많은 정보들이 있어서 정말 좋아요 이번에 친구들과 여행갈때, 가족들과 여름휴가 갈때 꼭 써야할것같아요 !! 이런앱이 있다는걸 지인들에게 알려야겠네요~ 야놀자 앱 많이 사용해주세요 !! 대박나세요^^",5,2014-02-16
5680,이용한데만다 좋아요,5,2020-07-06
5681,전래간편 쿠폰 빵빵,5,2018-07-20
5682,좋아오,4,2017-08-11
5683,깔끔하고 진짜너무좋아요,5,2019-09-14
5684,좋아요,5,2019-05-30
5685,좋음,5,2021-01-19
5686,좋아요,3,2019-06-02
5687,좋아요,5,2019-06-18
5688,좋아요,4,2020-10-24
5689,전 버전과는달리 무료숙박권도 있고 좋아용♡,5,2015-07-28
5690,시내 번화가에 시설도 좋아요ㅎㅎ 사장님  친절도도 굿굿!!,5,2017-12-10
5691,야놀자 할인 이벤트도 많이하구 편리하구 정말좋넹 ㅎㅎ,5,2017-01-16
5692,종ㄴ딪ㅂㅈㅅ,3,2017-09-21
5693,좋아유,5,2020-11-15
5694,굳,5,2020-09-05
5695,시설도 깨긋하고 조용하니 좋네요,5,2019-06-17
5696,아주좋아요!,5,2019-11-26
5697,잘이용하고 있습니다 좋아용!,5,2017-11-10
5698,다른 호텔앱보다 보기편하구 훨씬좋네요ㅎㅎ,5,2015-08-24
5699,숙소에 묵을때 많은 도움이 되고 있습니다.,5,2022-01-27
5700,결제한지 20분도 안됐는데 호텔에서는 취소안된다고 전화하라는데 전화도 안받고 돈 날렀네요,1,2021-03-11
5701,아직 안 써봤는데 좋은것같아서 별 4개 남겨요,4,2017-07-11
5702,좋아요~~~,4,2020-05-15
5703,좋아요 늘 애용중입니다 ㅋ 할인도되고 괜츈함,5,2018-07-13
5704,좋은정보라 자주 이용합니다,4,2014-07-09
5705,좋네요,3,2017-05-14
5706,좋아용~,5,2019-01-31
5707,최고,4,2019-07-16
5708,어디로 여행 갈까 고민했는데 이 어플을 다운받고 나서 해결 되었어요 ♥♥,5,2014-02-19
5709,할인이벤트도 많고 후기들도 대부분 정확하네요 ㅎ,5,2017-01-04
5710,편하고 조아요,5,2018-10-14
5711,펜션 찾기 편하네요,5,2019-02-21
5712,제휴할인도 좋고 ㅇㄱㅇㄸ보다 더 자주사용해요,5,2020-01-05
5713,풀빌라예약하고 5분만에 가격 몇만원올리려고 방없다고 거짓말.. 사이트엔 떠있는거 안다고 그러니 요금올린다고함 바빠서 빨리취소버튼 안누르니 풀빌라쪽 요청받은 상담원이 맘대로 취소한다며 통보전화 경주풀빌라28사판이네요,1,2022-06-21
5714,굿굿,5,2019-07-02
5715,조아요!!,5,2019-05-20
5716,조아요,5,2022-04-08
5717,이용해도계속해보고싶은곳,5,2015-10-25
5718,굿,5,2019-10-10
5719,예전부터이용했었는데 이벤트도다양해지고 가격도훨씬저렴해서 너무좋은거같아요ㅋ더더많이번창하시고 대박나세용ㅋ,5,2015-08-06
5720,유아이디자인이 참 좋네요,4,2017-12-09
5721,괜찮내요,5,2019-04-21
5722,싸게 예약할 수 있어서 조아요,5,2018-02-10
5723,Good,4,2019-08-26
5724,좋음,5,2019-03-27
5725,고객센터가 사람가지고 놀리는 야놀자 같이가기로 여자친구 확진이라 취소 부탁드려도 숙소측에서 해주겟다는걸 안해주는 야놀자 자료보내면 환불해주겟다더니 상담원 바꾸고 통화내역 들어봤는데 안됀다 연결해달라 안됀다 자동재생되는 야놀자 내가 잘못알아 들을 줄 알고 녹음 해둿지만 혹시몰라 가지고 있어도 아무리들어도 말장난 하는 야놀자 정이 뚝 떨어지네요,1,2022-03-15
5726,좋음,5,2017-04-22
5727,좋아유,5,2019-10-17
5728,야자랑 얌이 좋음,5,2017-12-19
5729,좋은 ㄱㅊ,5,2018-05-27
5730,하.... 이고 야놀자 무슨 앱 으로 깔았는덴 똥 이넴,2,2018-04-05
5731,굿굿,5,2015-10-01
5732,예약한적도없는 모텔대실. 신청되었다고 연달아 3번이나 카톡으로 알림톡이오네요. 개인정보유출인건가요? 이름도처음듣는사람이 예약을했는데 그것도3번이나? 그게왜저한테 톡이오나요ㅡㅡ,1,2020-11-13
5733,굿굿,5,2016-06-05
5734,가기전에 많은걸 알고갈수있음,5,2019-02-20
5735,예약하면 중복예약으로 바로 취소해줌 근데 돈은 바로 안주네요 계좌이체해서 예약했으면 계좌이체로 돈 돌려주면되지 2~3일 뒤에 돈준다고 합니다. 시스템이 이상하게 되서 이용하는사람들 여행망치게 되네요회비 걷은 게 무의미합니다 여행 망쳤네요 다신 이용 안합니다.,1,2019-02-16
5736,굳국굳,5,2019-01-08
5737,굿굿,4,2017-04-30
5738,필요시마다 잘 쓰고 있습니다,5,2018-12-13
5739,좋네요,5,2017-06-20
5740,취소규정문의드릴께 있는데요 결제 후 2분안에 취소했고 10분안에 카톡문의드렸는데 상담원 연결이 30분 후에 됐어요.그런데 취소수수료는 결제 10분안에 먼저 콜센터 연결해서 말로 취소해야 발생하지 않는다고 하네요-.-제가 미리 취소해서 안된다 하네요~근데 취소기준을 보니 뭐가 먼저라곤 적혀있지않고 콜센터 인입시점 10분이라 적혀있는데 저는 10분안에 문의드렸고 상담원 연결이 늦어진거고 카톡캡쳐해서 사진보내니 먼저 취소해서 안된다 하네요-.-그럼 취소규정에 10분안에 취소시 전액환불이라 적지말고 무조건 콜센터 연결부터하라고 꼭!!!명시해주세요!!!2분상간에 돈날리니 좋지는 않네요-.-,5,2019-07-09
5741,폰겜때문에해준다;,1,2016-07-20
5742,할인쿠폰으로 편리하고 좋아요,5,2021-02-02
5743,친구들이랑 놀때랑  앤님이랑 놀때 정보 공유가 많아서 좋아요,5,2015-03-18
5744,완전 좋음!,5,2018-01-04
5745,구우우으으어웃ㅎㅎㅎㅎㅎㅎ,5,2021-09-25
5746,뉴스도 떴네요 믿고 거릅니다~,1,2021-09-06
5747,편하고 좋습니다 미리예약할수도있고,5,2020-07-16
5748,조아요~,5,2021-09-10
5749,가격저렴하구 포인트두 많이주니까 좋네요^^,5,2017-09-02
5750,좋아요,5,2020-08-22
5751,좋아요,5,2018-01-27
5752,굿굿,5,2017-11-03
5753,좋네요 좋은방도 많고요,5,2018-03-13
5754,할인도 많고 결재 간편하고 무엇보다 검색하기도 쉽고 편리해여,5,2020-12-19
5755,굿,5,2019-04-23
5756,좋아요 쿠폰도 주고!,5,2019-11-21
5757,쓰지마라~~업체에서 2일전에 되도않은 핑계 대면서 취소됐다고 통보 온다~~야놀자에서는 어차피 해줘야하는 취소밖에 해줄 수 없다고 생색낸다~취소해주는것도 도움주는거라 생각하는 이상한 어플임~~어차피 이거 써봐야 그대로 잘돌아갈거고~~그나마 내가 쓴글을 보고 나같은 피해자 안생기길 바란다~~그냥 전화 예약하는게 훨씬 안전함 난 이제 삭제 하러감 여태까지 야놀자로 예약한 돈이 아까움,1,2020-04-27
5758,캐시충들아 캐시필요하면 돈으로 사렴 여기는 캐시 파는데가 아니란다,5,2017-08-05
5759,초특가 야놀자 초초초초,5,2018-09-22
5760,좋아요,5,2019-12-15
5761,좋음,5,2021-09-25
5762,좋아요~,5,2015-10-21
5763,어차피 돈내고 숙박하는거 조금이라도 혜택 볼수 있으면 더 좋은거같음,5,2017-12-13
5764,도움이 많이 되네요...,5,2021-01-24
5765,조아요,5,2019-11-10
5766,편하고 핀리하고 편리하고,3,2018-11-04
5767,진심으로 감사드립니다~,5,2019-02-19
5768,별루안좋네요,2,2017-12-31
5769,it's Good!,5,2018-08-27
5770,제발 최저가와 가까운 거리순 정렬 좀 추가해주세요,3,2018-02-20
5771,나쁘진않네요 업주들만 기분나쁘게 말안한다면,3,2018-07-26
5772,좋아용,5,2017-03-25
5773,역시 좋네요,5,2021-04-26
5774,쿠폰많아서 좋은데 방이잘없듬 ㅠㅠ,4,2017-07-08
5775,정리가 깔끔하고 주변 새로생긴곳도 빠르게 업데이트 되서 좋아요 ㅎ,5,2017-10-07
5776,ㅎㅎㅎㅎㅎㅎㅎㅎ,5,2014-03-04
5777,조아여,5,2019-12-05
5778,차이 10%할인 이거 계속 됬으면 하는 바램이에요,5,2020-02-04
5779,Good,4,2018-11-04
5780,좋다,5,2017-09-24
5781,항상 잘 이용하구 있습니다.,5,2018-10-25
5782,좋아요,3,2020-05-31
5783,좋음,4,2015-06-02
5784,좋아요,5,2021-10-06
5785,좋아요!,5,2021-09-30
5786,광고 때매 비추준다,1,2021-08-24
5787,편함,5,2019-01-28
5788,유익한 앱이라고 생각해용,5,2017-12-02
5789,좋아요,5,2015-08-28
5790,정말로 광고가 많아서 짜증나요..ㅎ 그래도 좀 적게 광고좀 나오게 해주세요,1,2017-08-09
5791,처음 이용해 봤는데 괜찮네요!,5,2018-07-08
5792,편리합니다~~~ 단지. 어플에서 예약 변경 취소가 어려운게 아쉽습니다.,4,2019-08-12
5793,보기 간편하고 관련 앱중에선 제일 편하고 이벤트도 많네요 !,5,2017-08-14
5794,굳,5,2018-11-09
5795,굳,4,2020-06-20
5796,간편해서 숟,4,2017-08-02
5797,역시 편리합니다! 다양한 컨텐츠에 만족해요!,5,2013-12-26
5798,감사합니다,5,2019-01-07
5799,편해요,5,2019-07-19
5800,간단하고편해요'3',5,2019-10-12
5801,배곺다,3,2019-05-06
5802,생각보다 깨끗하고 잘이용했습니담에도 또이용하겠습니다,4,2016-12-11
5803,뉴스에나왔던대로 예약이안되어있거나취소되어있음. 다행히 방이많은 호텔이라 다른곳 배정받음,1,2021-09-05
5804,여행정보도 같이있어굿~~~,5,2017-11-04
5805,편해용,4,2019-07-26
5806,조음,5,2021-02-03
5807,깔끔하고 좋습니다,5,2019-06-21
5808,좋은듯,5,2017-10-23
5809,클라스 있는 호텔 말고 부띠끄나 깔끔한 모텔정보는 이 어플이 제일 좋음,5,2017-01-02
5810,그래도 이 정도앱이 대한민국에 없는것같아요 ㅊㅊ합니다,5,2017-09-19
5811,괜찮아요,5,2019-10-07
5812,조아요,5,2019-05-24
5813,너무 좋아요,5,2021-04-15
5814,편리합니다. 다양한 할인도 있구요.,4,2019-08-24
5815,좋아요,5,2019-07-13
5816,GOOD,4,2020-12-01
5817,어어,5,2015-04-20
5818,제일 편해요,5,2019-09-27
5819,잘 이용하고 있어요 ㅎㅎ,5,2018-09-26
5820,잘쓸게요...,5,2018-09-09
5821,굿,5,2019-10-23
5822,옛날 야놀자는 안그랬는데 업데이트하고나서 계속로그인하라네요... 이럴꺼면 자동로그인 버튼왜만들어놈..없애삐지..,1,2015-07-23
5823,업데이트 후 보기도 편하고 좋아요,5,2016-11-04
5824,편리하고 좋아요,5,2021-06-23
5825,갸꿀,5,2018-11-20
5826,좋아졋네요,5,2020-11-25
5827,좋아요,5,2018-07-28
5828,우리컨소 내이밍 인데 한종컨소 내이밍이 '행복채움도시' 라고 합니다 위원분께 알려드려야 할것 같습니다,1,2022-05-21
5829,좋다,5,2020-09-09
5830,굳굳굳,5,2017-10-28
5831,편리함,5,2020-11-21
5832,팬션이나숙박업소찾기쉬워서좋아요 ㅋ,5,2017-07-06
5833,편해서 좋아요,5,2020-04-22
5834,쿠폰 혜택 많고 좋아여,5,2019-01-11
5835,편리하고 쿠폰 할인도 많아 좋네요,5,2020-04-17
5836,너무 편리하고 좋아요 할인도 되구요,5,2020-07-04
5837,좋아요,5,2017-12-11
